x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-69.95583333333333,58.66777777777778,54019,TASIUJAQ A,QC,QUEBEC,QUÉBEC,CAN,584004000,-695721000,EST,36.90,7118366,YTQ,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2018-10-29 00:00:00,2024-03-06 12:30:01,2018-10-30 13:00:00,2024-03-06 12:30:01,2018-10-29 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-71.92944444444444,61.58861111111111,54061,KANGIQSUJUAQ A,QC,QUEBEC,QUÉBEC,CAN,613519000,-715546000,EST,157.60,7113379,YKG,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2015-10-08 14:00:00,2024-03-06 12:30:01,2015-10-08 14:00:00,2024-03-06 12:30:01,,,,,N,N,Y
-78.14861111111111,60.81861111111111,54067,AKULIVIK A,QC,QUEBEC,QUÉBEC,CAN,604907000,-780855000,EST,23.20,7100071,YKO,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2015-11-19 14:00:00,2024-03-06 12:30:01,2015-11-19 14:00:00,2024-03-06 12:30:01,,,,,N,N,Y
-76.51833333333333,56.53611111111111,54070,UMIUJAQ A,QC,QUEBEC,QUÉBEC,CAN,563210000,-763106000,EST,76.50,7108564,YMU,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2018-10-29 00:00:00,2024-03-06 12:30:01,2018-10-30 13:00:00,2024-03-06 12:30:01,2018-10-29 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-64.47972222222222,48.77527777777778,54299,GASPE A,QC,QUEBEC,QUÉBEC,CAN,484631000,-642847000,EST,34.10,7052602,YGP,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2016-01-12 14:00:00,2024-03-06 12:30:01,2016-01-12 14:00:00,2024-03-06 12:30:01,2018-10-29 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-89.26666666666667,48.46666666666667,54378,HAZELWOOD,ON,ONTARIO,ONTARIO,CAN,482800000,-891600000,EST,322.50,6043390,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2016-01-04 00:00:00,2024-03-05 00:00:00,,,2016-01-04 00:00:00,2024-03-05 00:00:00,,,Y,N,N
-79.4025,46.375,54604,NORTH BAY AIRPORT,ON,ONTARIO,ONTARIO,CAN,462230000,-792409000,EST,370.30,6085695,TZN,73016,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2017-11-27 18:00:00,2024-03-06 12:30:01,2017-11-27 18:00:00,2024-03-06 12:30:01,2017-12-06 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-80.0,48.15,27535,KIRKLAND LAKE CS,ON,ONTARIO,ONTARIO,CAN,480900000,-800000000,EST,324.00,6074211,XKI,71301,Climate-Auto,G,1,8,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1997-06-01 00:00:00,2022-08-25 19:00:00,2001-12-05 00:00:00,2022-08-25 19:00:00,1997-06-01 00:00:00,2022-08-25 00:00:00,1997-06-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-72.73333333333333,46.56333333333333,27646,SHAWINIGAN,QC,QUEBEC,QUÉBEC,CAN,463348000,-724400000,EST,110.00,7018001,XSH,71370,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1998-11-04 00:00:00,2024-03-06 12:30:01,1999-01-25 02:00:00,2024-03-06 12:30:01,1998-11-04 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-79.91166666666666,44.272222222222226,29516,BORDEN AWOS,ON,ONTARIO,ONTARIO,CAN,441620000,-795442000,EST,222.50,611B002,YBN,71534,Aviation-Auto,,,,DND,MDN,Department of National Defence,Ministère de la Défense nationale,2000-02-09 00:00:00,2022-01-10 05:00:00,2005-05-12 15:00:00,2022-01-10 05:00:00,2000-02-09 00:00:00,2022-01-10 00:00:00,,,Y,N,N
-73.74166666666666,45.467777777777776,30165,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QC,QUEBEC,QUÉBEC,CAN,452804000,-734430000,EST,32.10,702S006,WTQ,71183,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-12-23 00:00:00,2024-03-06 12:30:01,2008-01-08 13:00:00,2024-03-06 12:30:01,2002-12-23 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-71.68333333333334,45.43333333333333,30171,SHERBROOKE A,QC,QUEBEC,QUÉBEC,CAN,452600000,-714100000,EST,241.40,7028126,GSC,,Aviation-Auto,,,,,,,,2004-04-07 04:00:00,2010-08-17 00:00:00,2004-04-07 04:00:00,2009-10-22 13:00:00,2005-01-01 00:00:00,2010-08-17 00:00:00,2005-01-01 00:00:00,2005-12-01 00:00:00,Y,N,Y
-80.6,51.28333333333333,30242,MOOSONEE AWOS,ON,ONTARIO,ONTARIO,CAN,511700000,-803600000,EST,9.10,6075431,YMO,71836,Aviation-Auto,,,,,,,,2006-01-01 00:00:00,2010-09-23 13:00:00,2006-01-01 02:00:00,2010-09-23 13:00:00,2006-01-01 00:00:00,2010-09-23 00:00:00,,,Y,N,Y
-82.9,42.03333333333333,30266,HARROW CDA AUTO,ON,ONTARIO,ONTARIO,CAN,420200000,-825400000,EST,191.00,6133362,XHA,71298,Climate-Auto,G,1,9,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-07-25 00:00:00,2024-03-06 12:30:01,2000-07-25 17:00:00,2024-03-06 12:30:01,2000-07-25 00:00:00,2024-03-06 00:00:00,2000-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-80.04416666666667,45.344166666666666,32128,PARRY SOUND CCG,ON,ONTARIO,ONTARIO,CAN,452039000,-800239000,EST,176.30,6116257,XPC,71172,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-09-18 18:00:00,2024-03-06 12:30:01,2002-09-18 18:00:00,2024-03-06 12:30:01,2002-10-03 00:00:00,2024-03-06 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-71.14833333333333,47.32277777777778,32413,FORET MONTMORENCY RCS,QC,QUEBEC,QUÉBEC,CAN,471922000,-710854000,EST,672.80,7042395,MFM,71212,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-11-10 00:00:00,2024-03-06 12:30:01,2003-11-10 18:00:00,2024-03-06 12:30:01,2003-11-10 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-74.2925,45.4825,41737,RIGAUD 2,QC,QUEBEC,QUÉBEC,CAN,452857000,-741733000,EST,30.20,7016472,MRI,,Climate-Auto,,,,,,,,2003-10-07 15:00:00,2006-08-01 19:00:00,2003-10-07 15:00:00,2006-08-01 19:00:00,2003-11-10 00:00:00,2006-08-01 00:00:00,,,Y,N,N
-74.96277777777777,45.25111111111111,41738,MOOSE CREEK WELLS,ON,ONTARIO,ONTARIO,CAN,451504000,-745746000,EST,84.50,6105397,TCK,71635,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-10-07 00:00:00,2024-03-06 12:30:01,2003-10-07 15:00:00,2024-03-06 12:30:01,2003-10-07 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-80.41666666666667,43.65,41983,ELORA RCS,ON,ONTARIO,ONTARIO,CAN,433900000,-802500000,EST,376.40,6142286,ZEL,71352,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-09-09 09:00:00,2024-03-06 12:30:01,2003-09-09 09:00:00,2024-03-06 12:30:01,2003-10-01 00:00:00,2024-03-06 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-80.71194666666666,44.2689,43046,MARKDALE,ON,ONTARIO,ONTARIO,CAN,441608040,-804243008,EST,411.00,6114979,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2004-09-01 00:00:00,2024-03-02 00:00:00,,,2004-09-01 00:00:00,2024-03-02 00:00:00,2004-09-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-75.747245,44.76973,43823,WHITE LAKE FISH CULTURE STATION,ON,ONTARIO,ONTARIO,CAN,444611028,-754450082,EST,204.00,6109503,,,Climate-Staffed,,,,,,,,2005-06-01 00:00:00,2005-09-30 00:00:00,,,2005-06-01 00:00:00,2005-09-30 00:00:00,2005-06-01 00:00:00,2005-09-01 00:00:00,Y,N,N
-77.88474333333333,44.92250666666666,43923,COE HILL,ON,ONTARIO,ONTARIO,CAN,445521024,-775305076,EST,360.00,6161740,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2005-08-01 00:00:00,2018-04-19 00:00:00,,,2005-08-01 00:00:00,2018-04-19 00:00:00,2005-08-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-82.30888888888889,42.99944444444444,44004,SARNIA CHRIS HADFIELD A,ON,ONTARIO,ONTARIO,CAN,425958000,-821832000,EST,181.00,6127518,,,Aviation-Auto,,,,,,,,2005-03-08 07:00:00,2011-07-28 00:00:00,2005-03-08 07:00:00,2010-03-02 16:00:00,2005-09-01 00:00:00,2011-07-28 00:00:00,2005-09-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-79.59946,43.91585333333333,44263,NOBLETON,ON,ONTARIO,ONTARIO,CAN,435457072,-793558056,EST,278.00,6155680,,,Climate-Staffed,,,,,,,,2005-10-01 00:00:00,2007-05-18 00:00:00,,,2005-10-01 00:00:00,2007-05-18 00:00:00,2005-10-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-89.27825,48.413944444444446,44324,THUNDER BAY BURWOOD,ON,ONTARIO,ONTARIO,CAN,482450200,-891641700,EST,200.00,6048266,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2005-11-01 00:00:00,2020-03-25 00:00:00,,,2005-11-01 00:00:00,2020-03-25 00:00:00,2005-11-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-81.91945166666666,42.261676666666666,44847,ERIEAU BAY,ON,ONTARIO,ONTARIO,CAN,421542036,-815510026,EST,176.00,6132336,,,Climate-Staffed,,,,,,,,2006-05-01 00:00:00,2007-01-14 00:00:00,,,2006-05-01 00:00:00,2007-01-14 00:00:00,2006-05-01 00:00:00,2006-12-01 00:00:00,Y,N,N
-80.21666666666667,43.55,45407,GUELPH TURFGRASS,ON,ONTARIO,ONTARIO,CAN,433300000,-801300000,EST,325.00,6143089,TGT,71833,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2006-09-28 00:00:00,2022-04-12 07:00:00,2006-12-15 11:00:00,2022-04-12 07:00:00,2006-09-28 00:00:00,2022-04-12 00:00:00,2006-12-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-87.67611111111111,56.01888888888889,45447,FORT SEVERN A,ON,ONTARIO,ONTARIO,CAN,560108000,-874034000,EST,15.80,6012500,YER,,Aviation-Auto,,,,,,,,2006-08-23 12:00:00,2013-03-07 13:00:00,2006-08-23 12:00:00,2013-03-07 13:00:00,2006-09-05 00:00:00,2013-03-06 00:00:00,,,Y,N,N
-72.53697222222222,45.82533333333333,47587,SAINT-GERMAIN-DE-GRANTHAM,QC,QUEBEC,QUÉBEC,CAN,454931200,-723213100,EST,85.00,7027470,MSI,71967,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2008-10-06 00:00:00,2024-03-06 12:30:01,2008-10-06 11:00:00,2024-03-06 12:30:01,2008-10-06 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-74.09390277777777,46.815558333333335,48188,SAINT-MICHEL-DES-SAINTS,QC,QUEBEC,QUÉBEC,CAN,464856010,-740538050,EST,429.90,7077571,MMY,71737,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2009-10-06 00:00:00,2024-03-06 12:30:01,2009-10-06 16:00:00,2024-03-06 12:30:01,2009-10-06 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-73.41694444444444,45.5175,48374,MONTREAL/ST-HUBERT,QC,QUEBEC,QUÉBEC,CAN,453103000,-732501000,EST,27.40,7027329,YHU,71371,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2009-12-10 17:00:00,2024-03-06 12:30:01,2009-12-10 17:00:00,2024-03-06 12:30:01,2009-12-17 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-89.32166666666667,48.371944444444445,49389,THUNDER BAY,ON,ONTARIO,ONTARIO,CAN,482219000,-891918000,EST,199.30,6048260,YQT,71072,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2012-02-06 10:00:00,2024-03-06 12:30:01,2012-02-06 10:00:00,2024-03-06 12:30:01,2012-02-09 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-77.80277777777778,49.76166666666666,49491,MATAGAMI A,QC,QUEBEC,QUÉBEC,CAN,494542000,-774810000,EST,279.80,7094636,YNM,71947,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2011-10-17 10:00:00,2024-03-06 12:30:01,2011-10-17 10:00:00,2024-03-06 12:30:01,2011-10-20 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-79.73611111111111,44.38527777777778,50048,BARRIE LANDFILL,ON,ONTARIO,ONTARIO,CAN,442307000,-794410000,EST,305.00,6110556,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2011-06-24 00:00:00,2024-03-05 00:00:00,,,2011-06-24 00:00:00,2024-03-05 00:00:00,,,Y,N,N
-76.525,64.23027777777777,50328,KINNGAIT AIRPORT,NU,NUNAVUT,NUNAVUT,CAN,641349000,-763130000,EST,48.20,2400637,YTE,71366,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2012-06-11 13:00:00,2024-03-06 12:30:01,2012-06-11 13:00:00,2024-03-06 12:30:01,2012-06-14 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-81.2425,68.77583333333334,50499,SANIRAJAK AIRPORT,NU,NUNAVUT,NUNAVUT,CAN,684633000,-811433000,EST,9.10,2402356,YUX,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2012-07-18 15:00:00,2024-03-06 12:30:01,2012-07-18 15:00:00,2024-03-06 12:30:01,,,,,N,N,Y
-71.39333333333333,46.791111111111114,51457,QUEBEC INTL A,QC,QUEBEC,QUÉBEC,CAN,464728000,-712336000,EST,74.40,7016293,YQB,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-10-08 09:00:00,2024-03-06 12:30:01,2013-10-08 09:00:00,2024-03-06 12:30:01,2018-10-30 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-110.72083333333333,50.01888888888889,2273,MEDICINE HAT A,AB,ALBERTA,ALBERTA,CAN,500108000,-1104315000,MST,716.90,3034480,YXH,,Aviation-Staffed,A,1,1,,,,,1883-01-01 00:00:00,2012-06-07 11:00:00,1953-01-01 00:00:00,2012-06-07 11:00:00,1883-08-01 00:00:00,2008-07-24 00:00:00,1883-01-01 00:00:00,2007-11-01 00:00:00,N,Y,Y
-114.36666666666666,50.71666666666667,2275,MILLARVILLE,AB,ALBERTA,ALBERTA,CAN,504300000,-1142200000,MST,1249.70,3034552,,,N/A,E,1,6,,,,,1971-01-01 00:00:00,1993-12-01 00:00:00,,,1971-08-01 00:00:00,1993-03-31 00:00:00,1971-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-113.63001666666666,49.126955555555554,2279,MOUNTAIN VIEW,AB,ALBERTA,ALBERTA,CAN,490737040,-1133748060,MST,1339.00,3034720,,,Climate-Staffed,C,1,4,,,,,1912-01-01 00:00:00,2006-03-31 00:00:00,,,1912-10-01 00:00:00,2006-03-31 00:00:00,1912-01-01 00:00:00,2006-03-01 00:00:00,Y,Y,N
-113.95,49.5,2286,PINCHER CREEK,AB,ALBERTA,ALBERTA,CAN,493000000,-1135700000,MST,1155.20,3035201,,,N/A,F,1,7,,,,,1960-01-01 00:00:00,1979-12-01 00:00:00,1960-08-10 17:00:00,1979-06-30 16:00:00,1960-08-01 00:00:00,1979-05-31 00:00:00,1960-01-01 00:00:00,1979-12-01 00:00:00,Y,N,Y
-111.56666666666666,50.083333333333336,2300,RONALANE,AB,ALBERTA,ALBERTA,CAN,500500000,-1113400000,MST,716.30,3035540,,,N/A,,1,9,,,,,1913-01-01 00:00:00,1924-12-01 00:00:00,,,1913-09-01 00:00:00,1924-07-31 00:00:00,1913-01-01 00:00:00,1924-12-01 00:00:00,Y,N,N
-113.41666666666667,51.05,2309,STRATHMORE,AB,ALBERTA,ALBERTA,CAN,510300000,-1132500000,MST,963.20,3036200,,,N/A,,1,9,,,,,1912-01-01 00:00:00,2004-05-31 00:00:00,,,1912-07-01 00:00:00,2004-05-31 00:00:00,1912-01-01 00:00:00,2003-09-01 00:00:00,Y,N,N
-111.16666666666667,50.06666666666667,2314,SUFFIELD SOUTH,AB,ALBERTA,ALBERTA,CAN,500400000,-1111000000,MST,678.00,3036242,,,N/A,G,1,8,,,,,1985-01-01 00:00:00,1989-12-01 00:00:00,,,1985-06-01 00:00:00,1989-02-28 00:00:00,1985-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-116.51666666666667,53.43333333333333,2601,SCHWARTZ CREEK,AB,ALBERTA,ALBERTA,CAN,532600000,-1163100000,MST,958.00,3065765,,,N/A,G,1,9,,,,,1989-01-01 00:00:00,2011-09-01 00:00:00,,,1989-06-01 00:00:00,2011-09-01 00:00:00,1989-01-01 00:00:00,2007-09-01 00:00:00,Y,N,N
-114.86666666666666,53.46666666666667,2602,SEBA LANGLEY,AB,ALBERTA,ALBERTA,CAN,532800000,-1145200000,MST,823.00,3065792,,,N/A,G,1,9,,,,,1977-01-01 00:00:00,1978-12-01 00:00:00,,,1977-08-01 00:00:00,1978-11-30 00:00:00,1977-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
-114.03333333333333,55.166666666666664,2611,SMITH RS,AB,ALBERTA,ALBERTA,CAN,551000000,-1140200000,MST,564.50,3066018,,,Climate-Staffed,G,1,8,,,,,1965-01-01 00:00:00,1989-12-01 00:00:00,,,1965-04-01 00:00:00,1989-05-31 00:00:00,1965-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
